"Country or Area","Year","Comm. Code","Commodity","Flow","Trade (USD)","Weight (kg)","Quantity Name","Quantity"
"Mexico","2022","290539","Alcohols; acyclic, diols, other than ethylene glycol (ethandiol) or propylene glycol (propane-1,2-diol)","Import","13317257","3692105.032","Weight in kilograms","3692105.032"
"Mexico","2022","290539","Alcohols; acyclic, diols, other than ethylene glycol (ethandiol) or propylene glycol (propane-1,2-diol)","Export","544257","44855","Weight in kilograms","44855"
"Mexico","2022","290541","Alcohols; polyhydric, 2-ethyl-2- (hydroxymethyl) propane-1,3-diol (trimethylolpropane)","Import","8470747","2517616","Weight in kilograms","2517616"
"Mexico","2022","290542","Alcohols; polyhydric, pentaerythritol","Import","11154263","4248598","Weight in kilograms","4248598"
"Mexico","2022","290543","Alcohols; polyhydric, mannitol","Import","8888042","1783913.887","Weight in kilograms","1783913.887"
"Mexico","2022","290544","Alcohols; polyhydric, d-glucitol (sorbitol)","Import","12225837","10930601","Weight in kilograms","10930601"
"Mexico","2022","290545","Alcohols; polyhydric, glycerol","Import","103815146","52582671","Weight in kilograms","52582671"
"Mexico","2022","290545","Alcohols; polyhydric, glycerol","Export","20227","8192","Weight in kilograms","8192"
"Mexico","2022","290549","Alcohols; polyhydric, n.e.c. in item no. 2905.4","Import","13137971","3024014.903","Weight in kilograms","3024014.903"
"Mexico","2022","290559","Alcohols; acyclic; halogenated, sulphonated, nitrated or nitrosated derivatives thereof, other than ethchlorvynol (INN)","Import","3866280","263186","Weight in kilograms","263186"
"Mexico","2022","290611","Alcohols; cyclanic, cyclenic or cycloterpenic and derivatives, menthol","Import","6288842","329228.826","Weight in kilograms","329228.826"
"Mexico","2022","290613","Alcohols; cyclanic, cyclenic or cycloterpenic and derivatives, sterols and inositols","Import","1714255","59623.651","Weight in kilograms","59623.651"
"Mexico","2022","290619","Alcohols; cyclanic, cyclenic or cycloterpenic and derivatives, n.e.c. in item no. 2906.1","Import","17322461","1001295.457","Weight in kilograms","1001295.457"
"Mexico","2022","290619","Alcohols; cyclanic, cyclenic or cycloterpenic and derivatives, n.e.c. in item no. 2906.1","Export","773589","94816","Weight in kilograms","94816"
"Mexico","2022","290621","Alcohols; aromatic alcohols and derivatives, benzyl alcohol","Import","7170244","2099733","Weight in kilograms","2099733"
"Mexico","2022","290629","Alcohols; aromatic and derivatives, other than benzyl alcohol","Import","33430962","1539498.42","Weight in kilograms","1539498.42"
"Mexico","2022","290711","Monophenols; phenol (hydroxybenzene) and its salts","Import","22807138","14290884","Weight in kilograms","14290884"
"Mexico","2022","290712","Monophenols; cresols and their salts","Import","4719354","1460873.072","Weight in kilograms","1460873.072"
"Mexico","2022","290713","Monophenols; octylphenol, nonylphenol and their isomers, salts thereof","Import","5307861","2087562","Weight in kilograms","2087562"
"Mexico","2022","290715","Monophenols; naphthols and their salts","Import","125695","27922.997","Weight in kilograms","27922.997"
"Mexico","2022","290719","Monophenols; n.e.c. in item no. 2907.1","Import","18875459","4579146.822","Weight in kilograms","4579146.822"
"Mexico","2022","290721","Polyphenols; resorcinol and its salts","Import","2825811","241258.05","Weight in kilograms","241258.05"
"Mexico","2022","290722","Polyphenols; hydroquinone (quinol) and its salts","Import","2293228","251451","Weight in kilograms","251451"
"Mexico","2022","290723","Polyphenols; 4,4'-isopropylidenediphenol (bisphenol A, diphenylolpropane) and its salts","Import","159371","42949","Weight in kilograms","42949"
"Mexico","2022","290729","Phenol-alcohols and polyphenols n.e.c. in item number 2907.2","Import","6981744","386160.097","Weight in kilograms","386160.097"
"Mexico","2022","290819","Phenol or phenol-alcohol derivatives containing only halogen substituents and their salts; other than pentachlorophenol (ISO)","Import","661979","54435.783","Weight in kilograms","54435.783"
"Mexico","2022","290899","Phenol or phenol-alcohol derivatives, sulphonated, nitrated or nitrosated derivatives thereof; other than dinoseb (ISO), and 4,6-dinitro-o-cresol (DNOC (ISO)), and their salts","Import","1765413","379251.6","Weight in kilograms","379251.6"
"Mexico","2022","290919","Ethers; acyclic, and their halogenated, sulphonated, nitrated or nitrosated derivatives, other than diethyl ether","Import","1031939445","813400191.482","Weight in kilograms","813400191.482"
"Mexico","2022","290920","Ethers; cyclanic, cyclenic or cycloterpenic and their halogenated, sulphonated, nitrated or nitrosated derivatives","Import","455499","24390","Weight in kilograms","24390"
"Mexico","2022","290930","Ethers; aromatic, and their halogenated, sulphonated, nitrated or nitrosated derivatives","Import","10096680","1120387.143","Weight in kilograms","1120387.143"
"Mexico","2022","290930","Ethers; aromatic, and their halogenated, sulphonated, nitrated or nitrosated derivatives","Export","568","16","Weight in kilograms","16"
"Mexico","2022","290941","Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives; 2,2-oxydiethanol (diethylene glycol, digol)","Import","19404974","23815607","Weight in kilograms","23815607"
"Mexico","2022","290941","Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives; 2,2-oxydiethanol (diethylene glycol, digol)","Export","88622","65000","Weight in kilograms","65000"
"Mexico","2022","290943","Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives; monobutyl ethers of ethylene glycol or of diethylene glycol","Import","32956804","13678285.83","Weight in kilograms","13678285.83"
"Mexico","2022","290944","Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives; monoalkylethers of ethylene glycol or of diethylene glycol n.e.c. in heading no. 2909","Import","2225267","437858","Weight in kilograms","437858"
"Mexico","2022","290949","Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives; n.e.c. in item no. 2909.4","Import","50936243","14230279.625","Weight in kilograms","14230279.625"
"Mexico","2022","290949","Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives; n.e.c. in item no. 2909.4","Export","421243","62888","Weight in kilograms","62888"
"Mexico","2022","290950","Ether-phenols, ether-alcohol-phenols and their halogenated, sulphonated, nitrated or nitrosated derivatives","Import","4503063","264687.213","Weight in kilograms","264687.213"
"Mexico","2022","290950","Ether-phenols, ether-alcohol-phenols and their halogenated, sulphonated, nitrated or nitrosated derivatives","Export","52268","5886","Weight in kilograms","5886"
"Mexico","2022","290960","Alcohol peroxides, ether peroxides, acetal and hemiacetal peroxides, ketone peroxides and their halogenated, sulphonated, nitrated or nitrosated derivatives","Import","20657397","5282058.729","Weight in kilograms","5282058.729"
"Mexico","2022","291010","Epoxides, epoxyalcohols, epoxyphenols and epoxyethers; with a three-membered ring and their halogenated, sulphonated, nitrated or nitrosated derivatives; oxirane (ethylene oxide)","Import","1172032","114015","Weight in kilograms","114015"
"Mexico","2022","291020","Epoxides, epoxyalcohols, epoxyphenols and epoxyethers; with a three-membered ring and their halogenated, sulphonated, nitrated or nitrosated derivatives, methyloxirane (propylene oxide)","Import","49591198","27998581","Weight in kilograms","27998581"
"Mexico","2022","291030","Epoxides, epoxyalcohols, epoxyphenols and epoxyethers; with a three-membered ring and their halogenated, sulphonated, nitrated or nitrosated derivatives, 1-chloro-2,3-epoxypropane (epichlorohydrin)","Import","640515","148845","Weight in kilograms","148845"
"Mexico","2022","291090","Epoxides, epoxyalcohols, epoxyphenols and epoxyethers; with a three-membered ring and their halogenated, sulphonated, nitrated or nitrosated derivatives, n.e.c. in heading no. 2910","Import","155702","25589.007","Weight in kilograms","25589.007"
"Mexico","2022","291100","Acetals and hemiacetals; whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives","Import","1836648","410581.099","Weight in kilograms","410581.099"
"Mexico","2022","291100","Acetals and hemiacetals; whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives","Export","41601","1631","Weight in kilograms","1631"
"Mexico","2022","291211","Aldehydes; acyclic, without other oxygen function, methanal (formaldehyde)","Import","9710","3040","Weight in kilograms","3040"
"Mexico","2022","291212","Aldehydes; acyclic, without other oxygen function, ethanal (acetaldehyde)","Import","253073","68839","Weight in kilograms","68839"
"Mexico","2022","291219","Aldehydes; acyclic, without other oxygen function, n.e.c. in item no. 2912.1","Import","23415306","5115346.336","Weight in kilograms","5115346.336"
"Mexico","2022","291219","Aldehydes; acyclic, without other oxygen function, n.e.c. in item no. 2912.1","Export","1162552","76864","Weight in kilograms","76864"
"Mexico","2022","291229","Aldehydes; cyclic, without other oxygen function, other than benzaldehyde","Import","29877436","3426598.435","Weight in kilograms","3426598.435"
"Mexico","2022","291229","Aldehydes; cyclic, without other oxygen function, other than benzaldehyde","Export","1061162","73320","Weight in kilograms","73320"
"Mexico","2022","291241","Aldehydes; aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function, vanillin (4-hydroxy-3-methoxybenzaldehyde)","Import","16831118","637019.345","Weight in kilograms","637019.345"
"Mexico","2022","291242","Aldehydes; aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function, ethylvanillin (3-ethoxy-4-hydroxybenzaldehyde)","Import","5534037","283548.608","Weight in kilograms","283548.608"
"Mexico","2022","291249","Aldehyde-alcohols, aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function; other than vanillin (4-hydroxy-3-methoxybenzaldehyde) and ethylvanillin (3-ethoxy-4-hydroxybenzaldehyde)","Import","5099578","300326.359","Weight in kilograms","300326.359"
"Mexico","2022","291260","Paraformaldehyde","Import","660304","497539","Weight in kilograms","497539"
"Mexico","2022","291300","Aldehydes; halogenated, sulphonated, nitrated or nitrosated derivatives of products of heading no. 2912","Import","139901","23905.787","Weight in kilograms","23905.787"
"Mexico","2022","291411","Ketones; acyclic, without other oxygen function, acetone","Import","53777144","60528257","Weight in kilograms","60528257"
"Mexico","2022","291411","Ketones; acyclic, without other oxygen function, acetone","Export","425181","370006","Weight in kilograms","370006"
"Mexico","2022","291412","Ketones; acyclic, without other oxygen function, butanone (methyl ethyl ketone)","Import","27576800","9808050.093","Weight in kilograms","9808050.093"
"Mexico","2022","291413","Ketones; acyclic, without other oxygen function, 4-methylpentan-2-one (methyl isobutyl ketone)","Import","416782","173712","Weight in kilograms","173712"
"Mexico","2022","291419","Ketones; acyclic, without other oxygen function, n.e.c. in item no. 2914.1","Import","13553988","2292221.096","Weight in kilograms","2292221.096"
"Mexico","2022","291419","Ketones; acyclic, without other oxygen function, n.e.c. in item no. 2914.1","Export","15463","348","Weight in kilograms","348"
"Mexico","2022","291422","Ketones; cyclanic, cyclenic or cycloterpenic, without other oxygen function, cyclohexanone and methylcyclohexanones","Import","4145898","1680437","Weight in kilograms","1680437"
"Mexico","2022","291423","Ketones; cyclanic, cyclenic or cycloterpenic, without other oxygen function, ionones and methylionones","Import","4691579","372846.001","Weight in kilograms","372846.001"
"Mexico","2022","291423","Ketones; cyclanic, cyclenic or cycloterpenic, without other oxygen function, ionones and methylionones","Export","39008","1161","Weight in kilograms","1161"
"Mexico","2022","291429","Ketones; cyclanic, cyclenic or cycloterpenic, without other oxygen function, other than cyclohexanone, methylcyclohexanones, ionones, and methylionones","Import","37180255","2588996.337","Weight in kilograms","2588996.337"
"Mexico","2022","291429","Ketones; cyclanic, cyclenic or cycloterpenic, without other oxygen function, other than cyclohexanone, methylcyclohexanones, ionones, and methylionones","Export","838924","34425","Weight in kilograms","34425"
"Mexico","2022","291439","Ketones; aromatic, (without other oxygen function), excluding phenylacetone (phenylpropan-2-one)","Import","3905843","432392.1","Weight in kilograms","432392.1"
"Mexico","2022","291440","Ketone-alcohols and ketone-aldehydes","Import","4131910","940054.172","Weight in kilograms","940054.172"
"Mexico","2022","291450","Ketone-phenols and ketones with other oxygen function","Import","16467808","1404970.732","Weight in kilograms","1404970.732"
"Mexico","2022","291450","Ketone-phenols and ketones with other oxygen function","Export","5290781","271085","Weight in kilograms","271085"
"Mexico","2022","291462","Quinones; coenzyme Q10 (ubidecarenone (INN))","Import","115428","275.169","Weight in kilograms","275.169"
"Mexico","2022","291469","Quinones; other than anthraquinone and coenzyme Q10 (ubidecarenone (INN))","Import","223969","8359.464","Weight in kilograms","8359.464"
"Mexico","2022","291479","Ketones and quinones; halogenated, sulphonated, nitrated or nitrosated derivatives, other than chlordecone (ISO)","Import","5775336","179555.038","Weight in kilograms","179555.038"
"Mexico","2022","291511","Acids; saturated acyclic monocarboxylic acids; formic acid","Import","6113680","4473310","Weight in kilograms","4473310"
"Mexico","2022","291512","Acids; saturated acyclic monocarboxylic acids; salts of formic acids","Import","3344013","3375595.171","Weight in kilograms","3375595.171"
"Mexico","2022","291513","Acids; saturated acyclic monocarboxylic acids; esters of formic acid","Import","678248","87833.547","Weight in kilograms","87833.547"
"Mexico","2022","291521","Acids; saturated acyclic monocarboxylic acids; acetic acid","Import","240604619","291023021","Weight in kilograms","291023021"
"Mexico","2022","291521","Acids; saturated acyclic monocarboxylic acids; acetic acid","Export","301036","169904","Weight in kilograms","169904"
"Mexico","2022","291529","Acids; saturated acyclic monocarboxylic acids; acetic acid and its salts n.e.c. in item no. 2915.2","Import","9660434","2783948","Weight in kilograms","2783948"
"Mexico","2022","291529","Acids; saturated acyclic monocarboxylic acids; acetic acid and its salts n.e.c. in item no. 2915.2","Export","575138","178874","Weight in kilograms","178874"
"Mexico","2022","291531","Acids; saturated acyclic monocarboxylic acids; ethyl acetate","Import","3243716","2180826","Weight in kilograms","2180826"
"Mexico","2022","291531","Acids; saturated acyclic monocarboxylic acids; ethyl acetate","Export","36760584","26843100","Weight in kilograms","26843100"
"Mexico","2022","291532","Acids; saturated acyclic monocarboxylic acids; vinyl acetate","Import","113426832","75143181","Weight in kilograms","75143181"
"Mexico","2022","291533","Acids; saturated acyclic monocarboxylic acids; n-butyl acetate","Import","38231251","17209924","Weight in kilograms","17209924"
"Mexico","2022","291539","Acids; saturated acyclic monocarboxylic acids; esters of acetic acid n.e.c. in item no. 2915.3","Import","85306941","30574411.393","Weight in kilograms","30574411.393"
"Mexico","2022","291539","Acids; saturated acyclic monocarboxylic acids; esters of acetic acid n.e.c. in item no. 2915.3","Export","14201609","3500547","Weight in kilograms","3500547"
"Mexico","2022","291540","Acids; saturated acyclic monocarboxylic acids; mono-, di- or trichloroacetic acids, their salts and esters","Import","6126506","3383613","Weight in kilograms","3383613"
"Mexico","2022","291550","Acids; saturated acyclic monocarboxylic acids; propionic acid, its salts and esters","Import","16523896","9523333.481","Weight in kilograms","9523333.481"
"Mexico","2022","291550","Acids; saturated acyclic monocarboxylic acids; propionic acid, its salts and esters","Export","3705416","1185389","Weight in kilograms","1185389"
"Mexico","2022","291560","Acids; saturated acyclic monocarboxylic acids; butanoic acids, pentanoic acids, their salts and esters","Import","26974626","8367787.404","Weight in kilograms","8367787.404"
"Mexico","2022","291560","Acids; saturated acyclic monocarboxylic acids; butanoic acids, pentanoic acids, their salts and esters","Export","9345044","1619808","Weight in kilograms","1619808"
"Mexico","2022","291570","Acids; saturated acyclic monocarboxylic acids; palmitic acid, stearic acid, their salts and esters","Import","21443261","8903639.896","Weight in kilograms","8903639.896"
"Mexico","2022","291570","Acids; saturated acyclic monocarboxylic acids; palmitic acid, stearic acid, their salts and esters","Export","1265562","323978","Weight in kilograms","323978"
"Mexico","2022","291590","Acids; saturated acyclic monocarboxylic acids; anhydrides, halides, peroxides, peroxyacids and halogenated, sulphonated, nitrated or nitrosated derivatives, n.e.c. in heading no. 2915","Import","120216361","31623411.409","Weight in kilograms","31623411.409"
"Mexico","2022","291590","Acids; saturated acyclic monocarboxylic acids; anhydrides, halides, peroxides, peroxyacids and halogenated, sulphonated, nitrated or nitrosated derivatives, n.e.c. in heading no. 2915","Export","49520716","5656544","Weight in kilograms","5656544"
"Mexico","2022","291611","Acids; unsaturated acyclic monocarboxylic acids; acrylic acid and its salts","Import","36089411","18922810","Weight in kilograms","18922810"
"Mexico","2022","291612","Acids; unsaturated acyclic monocarboxylic acids; esters of acrylic acid","Import","180835935","80982044.785","Weight in kilograms","80982044.785"
"Mexico","2022","291612","Acids; unsaturated acyclic monocarboxylic acids; esters of acrylic acid","Export","12570196","5932760","Weight in kilograms","5932760"
"Mexico","2022","291613","Acids; unsaturated acyclic monocarboxylic acids; methacrylic acid and its salts","Import","5511633","1629488","Weight in kilograms","1629488"
"Mexico","2022","291614","Acids; unsaturated acyclic monocarboxylic acids; esters of methacrylic acid","Import","97833398","40720773","Weight in kilograms","40720773"
"Mexico","2022","291614","Acids; unsaturated acyclic monocarboxylic acids; esters of methacrylic acid","Export","52560","8481","Weight in kilograms","8481"
"Mexico","2022","291615","Acids; unsaturated acyclic monocarboxylic acids; oleic, linoleic or linolenic acids, their salts and esters","Import","2014010","459703.756","Weight in kilograms","459703.756"
"Mexico","2022","291619","Acids; unsaturated acyclic monocarboxylic, cyclic monocarboxylic, their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives, n.e.c. in item no. 2916.1","Import","41669512","6690065.849","Weight in kilograms","6690065.849"
"Mexico","2022","291619","Acids; unsaturated acyclic monocarboxylic, cyclic monocarboxylic, their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives, n.e.c. in item no. 2916.1","Export","712724","96152","Weight in kilograms","96152"
"Mexico","2022","291620","Acids; cyclanic, cyclenic or cycloterpenic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their derivatives","Import","36990749","1067509.51","Weight in kilograms","1067509.51"
"Mexico","2022","291620","Acids; cyclanic, cyclenic or cycloterpenic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their derivatives","Export","6446331","144905","Weight in kilograms","144905"
"Mexico","2022","291631","Acids; aromatic monocarboxylic acids, benzoic acid, its salts and esters","Import","29665423","11363035.308","Weight in kilograms","11363035.308"
"Mexico","2022","291631","Acids; aromatic monocarboxylic acids, benzoic acid, its salts and esters","Export","123096","31853","Weight in kilograms","31853"
"Mexico","2022","291632","Acids; aromatic monocarboxylic acids, benzoyl peroxide and benzoyl chloride","Import","769008","240485","Weight in kilograms","240485"
"Mexico","2022","291632","Acids; aromatic monocarboxylic acids, benzoyl peroxide and benzoyl chloride","Export","636395","101213","Weight in kilograms","101213"
"Mexico","2022","291639","Acids; aromatic monocarboxylic acids, and their anhydrides, halides, peroxides, peroxyacids and their derivatives, other than benzoic acid, its salts and esters, benzoyl peroxide and benzoyl chloride, phenylacetic acid and its salts","Import","16890874","1105185.514","Weight in kilograms","1105185.514"
"Mexico","2022","291639","Acids; aromatic monocarboxylic acids, and their anhydrides, halides, peroxides, peroxyacids and their derivatives, other than benzoic acid, its salts and esters, benzoyl peroxide and benzoyl chloride, phenylacetic acid and its salts","Export","3904","250","Weight in kilograms","250"
"Mexico","2022","291711","Acids; acyclic polycarboxylic acids; oxalic acid, its salts and esters","Import","1814576","1042254","Weight in kilograms","1042254"
"Mexico","2022","291712","Acids; acyclic polycarboxylic acids; adipic acid, its salts and esters","Import","11205956","4903163.695","Weight in kilograms","4903163.695"
"Mexico","2022","291713","Acids; acyclic polycarboxylic acids; azelaic acid, sebacic acid, their salts and esters","Import","1290979","169051","Weight in kilograms","169051"
"Mexico","2022","291714","Acids; acyclic polycarboxylic acids; maleic anhydride","Import","19335191","7928540.776","Weight in kilograms","7928540.776"
"Mexico","2022","291719","Acids; acyclic polycarboxylic acids; n.e.c. in item no. 2917.1","Import","14353464","3630850.288","Weight in kilograms","3630850.288"
"Mexico","2022","291719","Acids; acyclic polycarboxylic acids; n.e.c. in item no. 2917.1","Export","930361","646786","Weight in kilograms","646786"
"Mexico","2022","291720","Acids; cyclanic, cyclenic or cycloterpenic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and derivatives","Import","8338353","3034667.644","Weight in kilograms","3034667.644"
"Mexico","2022","291732","Acids; aromatic polycarboxylic acids; dioctyl orthophthalates","Import","6545975","3429413","Weight in kilograms","3429413"
"Mexico","2022","291733","Acids; aromatic polycarboxylic acids; dinonyl or didecyl orthophthalates","Import","10543301","4368600","Weight in kilograms","4368600"
"Mexico","2022","291734","Acids; aromatic polycarboxylic acids; other esters of orthophthalic acids","Import","5284670","1223861","Weight in kilograms","1223861"
"Mexico","2022","291734","Acids; aromatic polycarboxylic acids; other esters of orthophthalic acids","Export","670515","207331","Weight in kilograms","207331"
"Mexico","2022","291735","Acids; aromatic polycarboxylic acids; phthalic anhydride","Import","5970755","4168436","Weight in kilograms","4168436"
"Mexico","2022","291739","Acids; aromatic polycarboxylic acids; n.e.c. in item no. 2917.3","Import","70004558","32487036.607","Weight in kilograms","32487036.607"
"Mexico","2022","291739","Acids; aromatic polycarboxylic acids; n.e.c. in item no. 2917.3","Export","1498447","530181","Weight in kilograms","530181"
"Mexico","2022","291811","Acids; carboxylic acids, (with alcohol function but without other oxygen function), lactic acid, its salts and esters","Import","28408930","10193167","Weight in kilograms","10193167"
"Mexico","2022","291811","Acids; carboxylic acids, (with alcohol function but without other oxygen function), lactic acid, its salts and esters","Export","116111","52443","Weight in kilograms","52443"
